User,Mentions,,,Conative,User
,,,,"('elections', 'say')",fcopereirapxoficial
,,,,"('say', 'corrupt')",fcopereirapxoficial
,,,,"('corrupt', 'system')",fcopereirapxoficial
,,,,"('system', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('ppatriasept', 'bewerkt')",adribertoo
,,,,"('bewerkt', 'u')",adribertoo
,,,,"('guys', 'lets')",marias.e.o.monstro.invisivel
,,,,"('lets', 'combine')",marias.e.o.monstro.invisivel
,,,,"('combine', 'something')",marias.e.o.monstro.invisivel
,,,,"('something', 'herejust')",marias.e.o.monstro.invisivel
,,,,"('herejust', 'clarify')",marias.e.o.monstro.invisivel
,,,,"('clarify', 'dont')",marias.e.o.monstro.invisivel
,,,,"('dont', 'hate')",marias.e.o.monstro.invisivel
,,,,"('hate', 'petistas')",marias.e.o.monstro.invisivel
,,,,"('petistas', 'ninei')",marias.e.o.monstro.invisivel
,,,,"('ninei', 'hate')",marias.e.o.monstro.invisivel
,,,,"('hate', 'party')",marias.e.o.monstro.invisivel
,,,,"('party', 'representsthis')",marias.e.o.monstro.invisivel
,,,,"('representsthis', 'started')",marias.e.o.monstro.invisivel
,,,,"('started', 'since')",marias.e.o.monstro.invisivel
,,,,"('since', 'started')",marias.e.o.monstro.invisivel
,,,,"('started', 'vote')",marias.e.o.monstro.invisivel
,,,,"('vote', 'tried')",marias.e.o.monstro.invisivel
,,,,"('tried', 'know')",marias.e.o.monstro.invisivel
,,,,"('know', 'issuesso')",marias.e.o.monstro.invisivel
,,,,"('issuesso', 'pleasedont')",marias.e.o.monstro.invisivel
,,,,"('pleasedont', 'try')",marias.e.o.monstro.invisivel
,,,,"('try', 'convince')",marias.e.o.monstro.invisivel
,,,,"('convince', 'otherwisepeople')",marias.e.o.monstro.invisivel
,,,,"('otherwisepeople', 'like')",marias.e.o.monstro.invisivel
,,,,"('like', 'getting')",marias.e.o.monstro.invisivel
,,,,"('getting', 'upset')",marias.e.o.monstro.invisivel
,,,,"('upset', 'trying')",marias.e.o.monstro.invisivel
,,,,"('trying', 'convince')",marias.e.o.monstro.invisivel
,,,,"('convince', 'oppositedo')",marias.e.o.monstro.invisivel
,,,,"('oppositedo', 'try')",marias.e.o.monstro.invisivel
,,,,"('try', 'defend')",marias.e.o.monstro.invisivel
,,,,"('defend', 'discount')",marias.e.o.monstro.invisivel
,,,,"('discount', 'convinced')",marias.e.o.monstro.invisivel
,,,,"('convinced', 'political')",marias.e.o.monstro.invisivel
,,,,"('political', 'choicesi')",marias.e.o.monstro.invisivel
,,,,"('choicesi', 'post')",marias.e.o.monstro.invisivel
,,,,"('post', 'one')",marias.e.o.monstro.invisivel
,,,,"('one', 'milestonewhile')",marias.e.o.monstro.invisivel
,,,,"('milestonewhile', 'voice')",marias.e.o.monstro.invisivel
,,,,"('voice', 'scream')",marias.e.o.monstro.invisivel
,,,,"('scream', 'federal')",marias.e.o.monstro.invisivel
,,,,"('federal', 'intervention')",marias.e.o.monstro.invisivel
,,,,"('intervention', 'still')",marias.e.o.monstro.invisivel
,,,,"('still', 'want')",marias.e.o.monstro.invisivel
,,,,"('want', 'current')",marias.e.o.monstro.invisivel
,,,,"('current', 'presidentso')",marias.e.o.monstro.invisivel
,,,,"('presidentso', 'ask')",marias.e.o.monstro.invisivel
,,,,"('ask', 'military')",marias.e.o.monstro.invisivel
,,,,"('military', 'intervention')",marias.e.o.monstro.invisivel
,,,,"('intervention', 'found')",marias.e.o.monstro.invisivel
,,,,"('found', 'article')",marias.e.o.monstro.invisivel
,,,,"('article', 'current')",marias.e.o.monstro.invisivel
,,,,"('current', 'political')",marias.e.o.monstro.invisivel
,,,,"('political', 'scenario')",marias.e.o.monstro.invisivel
,,,,"('scenario', 'would')",marias.e.o.monstro.invisivel
,,,,"('would', 'never')",marias.e.o.monstro.invisivel
,,,,"('never', 'workalso')",marias.e.o.monstro.invisivel
,,,,"('workalso', 'dont')",marias.e.o.monstro.invisivel
,,,,"('dont', 'ask')",marias.e.o.monstro.invisivel
,,,,"('ask', 'accept')",marias.e.o.monstro.invisivel
,,,,"('accept', 'results')",marias.e.o.monstro.invisivel
,,,,"('results', 'ballot')",marias.e.o.monstro.invisivel
,,,,"('ballot', 'box')",marias.e.o.monstro.invisivel
,,,,"('box', 'see')",marias.e.o.monstro.invisivel
,,,,"('see', 'coherence')",marias.e.o.monstro.invisivel
,,,,"('coherence', 'themas')",marias.e.o.monstro.invisivel
,,,,"('themas', 'long')",marias.e.o.monstro.invisivel
,,,,"('long', 'voice')",marias.e.o.monstro.invisivel
,,,,"('voice', 'scream')",marias.e.o.monstro.invisivel
,,,,"('scream', 'demonstrationsas')",marias.e.o.monstro.invisivel
,,,,"('demonstrationsas', 'long')",marias.e.o.monstro.invisivel
,,,,"('long', 'social')",marias.e.o.monstro.invisivel
,,,,"('social', 'networks')",marias.e.o.monstro.invisivel
,,,,"('networks', 'post')",marias.e.o.monstro.invisivel
,,,,"('post', 'convictionsif')",marias.e.o.monstro.invisivel
,,,,"('convictionsif', 'really')",marias.e.o.monstro.invisivel
,,,,"('really', 'bother')",marias.e.o.monstro.invisivel
,,,,"('bother', 'comfortable')",marias.e.o.monstro.invisivel
,,,,"('comfortable', 'getting')",marias.e.o.monstro.invisivel
,,,,"('getting', 'rid')",marias.e.o.monstro.invisivel
,,,,"('rid', 'friendship')",marias.e.o.monstro.invisivel
,,,,"('friendship', 'dont')",marias.e.o.monstro.invisivel
,,,,"('dont', 'waste')",marias.e.o.monstro.invisivel
,,,,"('waste', 'time')",marias.e.o.monstro.invisivel
,,,,"('time', 'mimimi')",marias.e.o.monstro.invisivel
,,,,"('mimimi', 'posts')",marias.e.o.monstro.invisivel
,,,,"('posts', 'deletei')",marias.e.o.monstro.invisivel
,,,,"('deletei', 'fight')",marias.e.o.monstro.invisivel
,,,,"('fight', 'end')",marias.e.o.monstro.invisivel
,,,,"('end', 'day')",marias.e.o.monstro.invisivel
,,,,"('day', 'children')",marias.e.o.monstro.invisivel
,,,,"('children', 'another')",marias.e.o.monstro.invisivel
,,,,"('another', 'country')",marias.e.o.monstro.invisivel
,,,,"('country', 'conscience')",marias.e.o.monstro.invisivel
,,,,"('conscience', 'quiet')",marias.e.o.monstro.invisivel
,,,,"('lets', 'go')",fcopereirapxoficial
,,,,"('go', 'people')",fcopereirapxoficial
,,,,"('people', 'lets')",fcopereirapxoficial
,,,,"('lets', 'fight')",fcopereirapxoficial
,,,,"('fight', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'elections')",fcopereirapxoficial
,,,,"('elections', 'say')",fcopereirapxoficial
,,,,"('say', 'corrupt')",fcopereirapxoficial
,,,,"('corrupt', 'system')",fcopereirapxoficial
,,,,"('system', 'fraud')",fcopereirapxoficial
,,,,"('fraud', 'yes')",fcopereirapxoficial
,,,,"('yes', 'wake')",fcopereirapxoficial
,,,,"('wake', 'brazil')",fcopereirapxoficial
,,,,"('brazil', 'ebrasil')",fcopereirapxoficial
,,,,"('ebrasil', 'fotheusofogealuta')",fcopereirapxoficial
,,,,"('homeland', 'beloved')",34_wheels_brazil
,,,,"('beloved', 'brazil')",34_wheels_brazil
,,,,"('brazil', 'outside')",34_wheels_brazil
,,,,"('outside', 'communists')",34_wheels_brazil
,,,,"('another', 'news')",canal_censura
,,,,"('news', 'emerged')",canal_censura
,,,,"('emerged', 'leave')",canal_censura
,,,,"('leave', 'comments')",canal_censura
,,,,"('democracy', 'government')",obviocomplicado
,,,,"('government', 'built')",obviocomplicado
,,,,"('built', 'negotiation')",obviocomplicado
,,,,"('negotiation', 'supervision')",obviocomplicado
,,,,"('supervision', 'electionall')",obviocomplicado
,,,,"('electionall', 'participation')",obviocomplicado
,,,,"('participation', 'allowed')",obviocomplicado
,,,,"('allowed', 'long')",obviocomplicado
,,,,"('long', 'respecting')",obviocomplicado
,,,,"('respecting', 'republican')",obviocomplicado
,,,,"('republican', 'institutional')",obviocomplicado
,,,,"('institutional', 'spaces')",obviocomplicado
,,,,"('spaces', 'resistance')",obviocomplicado
,,,,"('resistance', 'insurgency')",obviocomplicado
,,,,"('insurgency', 'undemocratic')",obviocomplicado
,,,,"('undemocratic', 'essence')",obviocomplicado
,,,,"('essence', 'possible')",obviocomplicado
,,,,"('possible', 'relativize')",obviocomplicado
,,,,"('relativize', 'win')",obviocomplicado
,,,,"('win', 'always')",obviocomplicado
,,,,"('always', 'lose')",obviocomplicado
,,,,"('lose', 'within')",obviocomplicado
,,,,"('within', 'rule')",obviocomplicado
,,,,"('rule', 'become')",obviocomplicado
,,,,"('become', 'player')",obviocomplicado
,,,,"('player', 'steals')",obviocomplicado
,,,,"('steals', 'deceives')",obviocomplicado
,,,,"('deceives', 'invertigo')",obviocomplicado
,,,,"('attention', 'lets')",bluefarm.agro
,,,,"('lets', 'camp')",bluefarm.agro
,,,,"('camp', 'front')",bluefarm.agro
,,,,"('front', 'quarters')",bluefarm.agro
,,,,"('quarters', 'without')",bluefarm.agro
,,,,"('without', 'date')",bluefarm.agro
,,,,"('date', 'leave')",bluefarm.agro
,,,,"('leave', 'cant')",bluefarm.agro
,,,,"('cant', 'end')",bluefarm.agro
,,,,"('end', 'today')",bluefarm.agro
,,,,"('today', 'nothing')",bluefarm.agro
,,,,"('nothing', 'happen')",bluefarm.agro
,,,,"('worth', 'lot')",paulaovidaboa
,,,,"('lot', 'money')",paulaovidaboa
,,,,"('brazilian', 'people')",yokoyamamika1
,,,,"('people', 'part')",yokoyamamika1
,,,,"('part', 'go')",yokoyamamika1
,,,,"('go', 'streets')",yokoyamamika1
,,,,"('streets', 'lets')",yokoyamamika1
,,,,"('lets', 'strengthen')",yokoyamamika1
,,,,"('strengthen', 'chain')",yokoyamamika1
,,,,"('everything', 'happening')",lemuelmaia
,,,,"('happening', 'consequence')",lemuelmaia
,,,,"('consequence', 'judicial')",lemuelmaia
,,,,"('judicial', 'activism')",lemuelmaia
,,,,"('activism', 'began')",lemuelmaia
,,,,"('began', 'supreme')",lemuelmaia
,,,,"('supreme', 'maneuver')",lemuelmaia
,,,,"('maneuver', 'dis')",lemuelmaia
,,,,"('dis', 'condemning')",lemuelmaia
,,,,"('condemning', 'nine')",lemuelmaia
,,,,"('nine', 'unconstitutional')",lemuelmaia
,,,,"('unconstitutional', 'opening')",lemuelmaia
,,,,"('opening', 'fake')",lemuelmaia
,,,,"('fake', 'news')",lemuelmaia
,,,,"('news', 'illegal')",lemuelmaia
,,,,"('illegal', 'arrests')",lemuelmaia
,,,,"('arrests', 'decisions')",lemuelmaia
,,,,"('decisions', 'violate')",lemuelmaia
,,,,"('violate', 'constitution')",lemuelmaia
,,,,"('constitution', 'judges')",lemuelmaia
,,,,"('judges', 'biases')",lemuelmaia
,,,,"('biases', 'bias')",lemuelmaia
,,,,"('bias', 'invasion')",lemuelmaia
,,,,"('invasion', 'competence')",lemuelmaia
,,,,"('competence', 'powers')",lemuelmaia
,,,,"('powers', 'othersalso')",lemuelmaia
,,,,"('othersalso', 'tse')",lemuelmaia
,,,,"('tse', 'pull')",lemuelmaia
,,,,"('pull', 'supreme')",lemuelmaia
,,,,"('supreme', 'court')",lemuelmaia
,,,,"('court', 'censorship')",lemuelmaia
,,,,"('censorship', 'social')",lemuelmaia
,,,,"('social', 'networks')",lemuelmaia
,,,,"('networks', 'press')",lemuelmaia
,,,,"('press', 'partial')",lemuelmaia
,,,,"('partial', 'decisions')",lemuelmaia
,,,,"('decisions', 'always')",lemuelmaia
,,,,"('always', 'favor')",lemuelmaia
,,,,"('favor', 'left')",lemuelmaia
,,,,"('left', 'candidate')",lemuelmaia
,,,,"('candidate', 'filing')",lemuelmaia
,,,,"('filing', 'serious')",lemuelmaia
,,,,"('serious', 'complaints')",lemuelmaia
,,,,"('complaints', 'insertions')",lemuelmaia
,,,,"('insertions', 'change')",lemuelmaia
,,,,"('change', 'rules')",lemuelmaia
,,,,"('rules', 'elections')",lemuelmaia
,,,,"('elections', 'days')",lemuelmaia
,,,,"('days', 'nd')",lemuelmaia
,,,,"('nd', 'roundhow')",lemuelmaia
,,,,"('roundhow', 'check')",lemuelmaia
,,,,"('check', 'broad')",lemuelmaia
,,,,"('broad', 'powers')",lemuelmaia
,,,,"('powers', 'tse')",lemuelmaia
,,,,"('tse', 'authorizing')",lemuelmaia
,,,,"('authorizing', 'making')",lemuelmaia
,,,,"('making', 'official')",lemuelmaia
,,,,"('official', 'decisions')",lemuelmaia
,,,,"('decisions', 'suspension')",lemuelmaia
,,,,"('suspension', 'accounts')",lemuelmaia
,,,,"('accounts', 'creation')",lemuelmaia
,,,,"('creation', 'informational')",lemuelmaia
,,,,"('informational', 'disorder')",lemuelmaia
,,,,"('disorder', 'many')",lemuelmaia
,,,,"('many', 'measures')",lemuelmaia
,,,,"('measures', 'assaulted')",lemuelmaia
,,,,"('assaulted', 'constitution')",lemuelmaia
,,,,"('constitution', 'democratic')",lemuelmaia
,,,,"('democratic', 'rule')",lemuelmaia
,,,,"('rule', 'law')",lemuelmaia
,,,,"('law', 'obvious')",lemuelmaia
,,,,"('obvious', 'imbalance')",lemuelmaia
,,,,"('imbalance', 'republicthe')",lemuelmaia
,,,,"('republicthe', 'system')",lemuelmaia
,,,,"('system', 'come')",lemuelmaia
,,,,"('come', 'together')",lemuelmaia
,,,,"('together', 'emerged')",lemuelmaia
,,,,"('emerged', 'cndenado')",lemuelmaia
,,,,"('cndenado', 'returns')",lemuelmaia
,,,,"('returns', 'power')",lemuelmaia
,,,,"('power', 'order')",lemuelmaia
,,,,"('order', 'feed')",lemuelmaia
,,,,"('feed', 'public')",lemuelmaia
,,,,"('public', 'money')",lemuelmaia
,,,,"('money', 'left')",lemuelmaia
,,,,"('left', 'bias')",lemuelmaia
,,,,"('bias', 'consolidate')",lemuelmaia
,,,,"('consolidate', 'uniting')",lemuelmaia
,,,,"('uniting', 'latin')",lemuelmaia
,,,,"('latin', 'america')",lemuelmaia
,,,,"('america', 'socialism')",lemuelmaia
,,,,"('socialism', 'dreamed')",lemuelmaia
,,,,"('dreamed', 'institutions')",lemuelmaia
,,,,"('institutions', 'longer')",lemuelmaia
,,,,"('longer', 'resolve')",lemuelmaia
,,,,"('resolve', 'swallowed')",lemuelmaia
,,,,"('swallowed', 'system')",lemuelmaia
,,,,"('system', 'people')",lemuelmaia
,,,,"('people', 'tired')",lemuelmaia
,,,,"('tired', 'looking')",lemuelmaia
,,,,"('looking', 'streets')",lemuelmaia
,,,,"('streets', 'exercise')",lemuelmaia
,,,,"('exercise', 'constitutional')",lemuelmaia
,,,,"('constitutional', 'power')",lemuelmaia
,,,,"('power', 'every')",lemuelmaia
,,,,"('every', 'power')",lemuelmaia
,,,,"('power', 'emanates')",lemuelmaia
,,,,"('emanates', 'peopleperhaps')",lemuelmaia
,,,,"('peopleperhaps', 'restore')",lemuelmaia
,,,,"('restore', 'democracy')",lemuelmaia
,,,,"('democracy', 'respect')",lemuelmaia
,,,,"('respect', 'independence')",lemuelmaia
,,,,"('independence', 'powers')",lemuelmaia
,,,,"('powers', 'constitution')",lemuelmaia
,,,,"('constitution', 'revolution')",lemuelmaia
,,,,"('revolution', 'begins')",lemuelmaia
,,,,"('begins', 'conformism')",lemuelmaia
,,,,"('conformism', 'ends')",lemuelmaia
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('think', 'manifestations')",marinhosthiago_
,,,,"('manifestations', 'peaceful')",marinhosthiago_
,,,,"('peaceful', 'would')",marinhosthiago_
,,,,"('would', 'lady')",marinhosthiago_
,,,,"('lady', 'years')",marinhosthiago_
,,,,"('years', 'old')",marinhosthiago_
,,,,"('old', 'wheel')",marinhosthiago_
,,,,"('wheel', 'environment')",marinhosthiago_
,,,,"('environment', 'told')",marinhosthiago_
,,,,"('told', 'proud')",marinhosthiago_
,,,,"('proud', 'see')",marinhosthiago_
,,,,"('see', 'us')",marinhosthiago_
,,,,"('us', 'answered')",marinhosthiago_
,,,,"('answered', 'us')",marinhosthiago_
,,,,"('us', 'young')",marinhosthiago_
,,,,"('young', 'people')",marinhosthiago_
,,,,"('people', 'children')",marinhosthiago_
,,,,"('children', 'grandchildren')",marinhosthiago_
,,,,"('grandchildren', 'proud')",marinhosthiago_
,,,,"('proud', 'young')",marinhosthiago_
,,,,"('young', 'fighting')",marinhosthiago_
,,,,"('fighting', 'country')",marinhosthiago_
,,,,"('country', 'fight')",marinhosthiago_
,,,,"('fight', 'war')",marinhosthiago_
,,,,"('war', 'man')",marinhosthiago_
,,,,"('man', 'articles')",marinhosthiago_
,,,,"('articles', 'within')",marinhosthiago_
,,,,"('within', 'constitution')",marinhosthiago_
,,,,"('constitution', 'fulfilled')",marinhosthiago_
,,,,"('fulfilled', 'future')",marinhosthiago_
,,,,"('future', 'nation')",marinhosthiago_
,,,,"('nation', 'right')",marinhosthiago_
,,,,"('right', 'manifest')",marinhosthiago_
,,,,"('manifest', 'fight')",marinhosthiago_
,,,,"('fight', 'federal')",marinhosthiago_
,,,,"('federal', 'intervention')",marinhosthiago_
,,,,"('intervention', 'brazil')",marinhosthiago_
,,,,"('brazil', 'want')",marinhosthiago_
,,,,"('want', 'without')",marinhosthiago_
,,,,"('without', 'corruption')",marinhosthiago_
,,,,"('corruption', 'property')",marinhosthiago_
,,,,"('property', 'invaded')",marinhosthiago_
,,,,"('invaded', 'taken')",marinhosthiago_
,,,,"('taken', 'drugs')",marinhosthiago_
,,,,"('drugs', 'trafficking')",marinhosthiago_
,,,,"('trafficking', 'legalized')",marinhosthiago_
,,,,"('legalized', 'bandit')",marinhosthiago_
,,,,"('bandit', 'arrested')",marinhosthiago_
,,,,"('arrested', 'stealing')",marinhosthiago_
,,,,"('stealing', 'population')",marinhosthiago_
,,,,"('population', 'defend')",marinhosthiago_
,,,,"('defend', 'woman')",marinhosthiago_
,,,,"('woman', 'use')",marinhosthiago_
,,,,"('use', 'bathroom')",marinhosthiago_
,,,,"('bathroom', 'without')",marinhosthiago_
,,,,"('without', 'worrying')",marinhosthiago_
,,,,"('worrying', 'man')",marinhosthiago_
,,,,"('man', 'next')",marinhosthiago_
,,,,"('next', 'door')",marinhosthiago_
,,,,"('door', 'without')",marinhosthiago_
,,,,"('without', 'ideologies')",marinhosthiago_
,,,,"('ideologies', 'principles')",marinhosthiago_
,,,,"('principles', 'god')",marinhosthiago_
,,,,"('god', 'sovereign')",marinhosthiago_
,,,,"('sovereign', 'strong')",marinhosthiago_
,,,,"('strong', 'agro')",marinhosthiago_
,,,,"('agro', 'appreciation')",marinhosthiago_
,,,,"('appreciation', 'agro')",marinhosthiago_
,,,,"('agro', 'truckers')",marinhosthiago_
,,,,"('truckers', 'brazil')",marinhosthiago_
,,,,"('brazil', 'dont')",marinhosthiago_
,,,,"('dont', 'want')",marinhosthiago_
,,,,"('want', 'living')",marinhosthiago_
,,,,"('living', 'government')",marinhosthiago_
,,,,"('government', 'crumbs')",marinhosthiago_
,,,,"('crumbs', 'finding')",marinhosthiago_
,,,,"('finding', 'enough')",marinhosthiago_
,,,,"('enough', 'leader')",marinhosthiago_
,,,,"('leader', 'tried')",marinhosthiago_
,,,,"('tried', 'judges')",marinhosthiago_
,,,,"('judges', 'three')",marinhosthiago_
,,,,"('three', 'resorts')",marinhosthiago_
,,,,"('resorts', 'largest')",marinhosthiago_
,,,,"('largest', 'corruption')",marinhosthiago_
,,,,"('corruption', 'scheme')",marinhosthiago_
,,,,"('scheme', 'world')",marinhosthiago_
,,,,"('world', 'find')",marinhosthiago_
,,,,"('find', 'normal')",marinhosthiago_
,,,,"('normal', 'say')",marinhosthiago_
,,,,"('say', 'mei')",marinhosthiago_
,,,,"('mei', 'job')",marinhosthiago_
,,,,"('job', 'communist')",marinhosthiago_
,,,,"('communist', 'socialist')",marinhosthiago_
,,,,"('socialist', 'partnership')",marinhosthiago_
,,,,"('partnership', 'dictators')",marinhosthiago_
,,,,"('dictators', 'liberals')",marinhosthiago_
,,,,"('liberals', 'one')",marinhosthiago_
,,,,"('one', 'want')",marinhosthiago_
,,,,"('intervention', 'apatriasept')",adribertoo
,,,,"('part', 'ensure')",f.e.l.i.p.i.n.h.o
,,,,"('ensure', 'better')",f.e.l.i.p.i.n.h.o
,,,,"('better', 'future')",f.e.l.i.p.i.n.h.o
,,,,"('future', 'ensure')",f.e.l.i.p.i.n.h.o
,,,,"('ensure', 'possibility')",f.e.l.i.p.i.n.h.o
,,,,"('possibility', 'future')",f.e.l.i.p.i.n.h.o
,,,,"('future', 'us')",f.e.l.i.p.i.n.h.o
,,,,"('us', 'even')",f.e.l.i.p.i.n.h.o
,,,,"('even', 'children')",f.e.l.i.p.i.n.h.o
,,,,"('give', 'intervention')",yokoyamamika1
,,,,"('federal', 'intervention')",yokoyamamika1
,,,,"('intervention', 'intervention')",yokoyamamika1
,,,,"('havent', 'seen')",silviolimaj
,,,,"('seen', 'bolsonaro')",silviolimaj
,,,,"('bolsonaro', 'mention')",silviolimaj
,,,,"('mention', 'farat')",silviolimaj
,,,,"('farat', 'least')",silviolimaj
,,,,"('least', 'present')",silviolimaj
,,,,"('present', 'expression')",silviolimaj
,,,,"('negotiate', 'evil')",instrutor.milani
,,,,"('evil', 'eliminate')",instrutor.milani
,,,,"('federal', 'intervention')",yokoyamamika1
,,,,"('give', 'brazil')",conservadora.direita.br
,,,,"('brazil', 'come')",conservadora.direita.br
,,,,"('come', 'streetsits')",conservadora.direita.br
,,,,"('streetsits', 'chance')",conservadora.direita.br
,,,,"('chance', 'fingers')",conservadora.direita.br
,,,,"('fingers', 'climb')",conservadora.direita.br
,,,,"('climb', 'ramp')",conservadora.direita.br
,,,,"('ramp', 'brazil')",conservadora.direita.br
,,,,"('brazil', 'god')",conservadora.direita.br
,,,,"('god', 'share')",conservadora.direita.br
,,,,"('share', 'mark')",conservadora.direita.br
,,,,"('mark', 'friends')",conservadora.direita.br
,,,,"('friends', 'instagram')",conservadora.direita.br
,,,,"('instagram', 'facebook')",conservadora.direita.br
,,,,"('facebook', 'show')",conservadora.direita.br
,,,,"('show', 'posts')",conservadora.direita.br
,,,,"('posts', 'story')",conservadora.direita.br
,,,,"('story', 'people')",conservadora.direita.br
,,,,"('people', 'like')",conservadora.direita.br
,,,,"('like', 'follow')",conservadora.direita.br
,,,,"('follow', 'follow')",conservadora.direita.br
,,,,"('follow', 'follow')",conservadora.direita.br
,,,,"('follow', 'ervida')",conservadora.direita.br
,,,,"('people', 'continue')",yokoyamamika1
,,,,"('continue', 'streets')",yokoyamamika1
,,,,"('streets', 'manifesting')",yokoyamamika1
,,,,"('manifesting', 'indignation')",yokoyamamika1
,,,,"('indignation', 'intervention')",yokoyamamika1
,,,,"('intervention', 'raver')",yokoyamamika1
,,,,"('important', 'message')",gabrielleburcci.oficial
,,,,"('message', 'demonstration')",gabrielleburcci.oficial
,,,,"('demonstration', 'throughout')",gabrielleburcci.oficial
,,,,"('throughout', 'brazil')",gabrielleburcci.oficial
,,,,"('brazil', 'taken')",gabrielleburcci.oficial
,,,,"('taken', 'body')",gabrielleburcci.oficial
,,,,"('body', 'time')",gabrielleburcci.oficial
,,,,"('time', 'civil')",gabrielleburcci.oficial
,,,,"('civil', 'resistance')",gabrielleburcci.oficial
,,,,"('resistance', 'required')",gabrielleburcci.oficial
,,,,"('required', 'time')",gabrielleburcci.oficial
,,,,"('time', 'seek')",gabrielleburcci.oficial
,,,,"('seek', 'freedom')",gabrielleburcci.oficial
,,,,"('freedom', 'brazil')",gabrielleburcci.oficial
,,,,"('brazil', 'manifestation')",gabrielleburcci.oficial
,,,,"('manifestation', 'brazilian')",gabrielleburcci.oficial
,,,,"('brazilian', 'people')",gabrielleburcci.oficial
,,,,"('people', 'solid')",gabrielleburcci.oficial
,,,,"('solid', 'real')",gabrielleburcci.oficial
,,,,"('real', 'manifesting')",gabrielleburcci.oficial
,,,,"('manifesting', 'heard')",gabrielleburcci.oficial
,,,,"('heard', 'attended')",gabrielleburcci.oficial
,,,,"('attended', 'senatestftse')",gabrielleburcci.oficial
,,,,"('senatestftse', 'demonstration')",gabrielleburcci.oficial
,,,,"('demonstration', 'coup')",gabrielleburcci.oficial
,,,,"('coup', 'given')",gabrielleburcci.oficial
,,,,"('given', 'impose')",gabrielleburcci.oficial
,,,,"('impose', 'society')",gabrielleburcci.oficial
,,,,"('society', 'right')",gabrielleburcci.oficial
,,,,"('right', 'thief')",gabrielleburcci.oficial
,,,,"('thief', 'convicted')",gabrielleburcci.oficial
,,,,"('convicted', 'three')",gabrielleburcci.oficial
,,,,"('three', 'resorts')",gabrielleburcci.oficial
,,,,"('resorts', 'run')",gabrielleburcci.oficial
,,,,"('run', 'presidency')",gabrielleburcci.oficial
,,,,"('presidency', 'censor')",gabrielleburcci.oficial
,,,,"('censor', 'silence')",gabrielleburcci.oficial
,,,,"('silence', 'journalists')",gabrielleburcci.oficial
,,,,"('journalists', 'conservatives')",gabrielleburcci.oficial
,,,,"('conservatives', 'pursue')",gabrielleburcci.oficial
,,,,"('pursue', 'arrest')",gabrielleburcci.oficial
,,,,"('arrest', 'opponents')",gabrielleburcci.oficial
,,,,"('opponents', 'without')",gabrielleburcci.oficial
,,,,"('without', 'backing')",gabrielleburcci.oficial
,,,,"('backing', 'law')",gabrielleburcci.oficial
,,,,"('law', 'interfering')",gabrielleburcci.oficial
,,,,"('interfering', 'electoral')",gabrielleburcci.oficial
,,,,"('electoral', 'process')",gabrielleburcci.oficial
,,,,"('process', 'disrespect')",gabrielleburcci.oficial
,,,,"('disrespect', 'federal')",gabrielleburcci.oficial
,,,,"('federal', 'constitution')",gabrielleburcci.oficial
,,,,"('constitution', 'invasion')",gabrielleburcci.oficial
,,,,"('invasion', 'supreme')",gabrielleburcci.oficial
,,,,"('supreme', 'court')",gabrielleburcci.oficial
,,,,"('court', 'powers')",gabrielleburcci.oficial
,,,,"('powers', 'collusion')",gabrielleburcci.oficial
,,,,"('collusion', 'senate')",gabrielleburcci.oficial
,,,,"('senate', 'president')",gabrielleburcci.oficial
,,,,"('president', 'omitting')",gabrielleburcci.oficial
,,,,"('omitting', 'exercise')",gabrielleburcci.oficial
,,,,"('exercise', 'need')",gabrielleburcci.oficial
,,,,"('need', 'desire')",gabrielleburcci.oficial
,,,,"('desire', 'people')",gabrielleburcci.oficial
,,,,"('people', 'people')",gabrielleburcci.oficial
,,,,"('people', 'cry')",gabrielleburcci.oficial
,,,,"('cry', 'freedom')",gabrielleburcci.oficial
,,,,"('freedom', 'country')",gabrielleburcci.oficial
,,,,"('country', 'dominated')",gabrielleburcci.oficial
,,,,"('dominated', 'corruption')",gabrielleburcci.oficial
,,,,"('corruption', 'communism')",gabrielleburcci.oficial
,,,,"('communism', 'rejected')",gabrielleburcci.oficial
,,,,"('rejected', 'completely')",gabrielleburcci.oficial
,,,,"('completely', 'repudiate')",gabrielleburcci.oficial
,,,,"('repudiate', 'lus')",gabrielleburcci.oficial
,,,,"('lus', 'incio')",gabrielleburcci.oficial
,,,,"('incio', 'lula')",gabrielleburcci.oficial
,,,,"('lula', 'silva')",gabrielleburcci.oficial
,,,,"('silva', 'known')",gabrielleburcci.oficial
,,,,"('known', 'lula')",gabrielleburcci.oficial
,,,,"('lula', 'discount')",gabrielleburcci.oficial
,,,,"('discount', 'stf')",gabrielleburcci.oficial
,,,,"('young', 'rondoniense')",carlin.oliveira.716
